(6.1124,6.7739), (6.1124,6.7738)	0.000100000000001
(6.0168,7.0834), (6.016667,7.083333)	0.000148922798792
(5.5834,7.05), (5.5832,7.05)	0.0002
(5.0135,7.069), (5.0131,7.0688)	0.0004472135955
(6.26889,7.04225), (6.2687,7.0405)	0.00176028406798
(6.01735,6.9134), (6.01671,6.91664)	0.00330260503239
(6.08624,6.99556), (6.0833333,7.0)	0.00530683567581
(6.1094,6.88615), (6.1038,6.8834)	0.00623878994678
(6.2065,7.0679), (6.1982,7.0668)	0.00837257427557
(6.3823,6.8088), (6.3739,6.8134)	0.00957705591505
(6.0038,6.9155), (5.9963,6.925)	0.0121037184369
(6.1982,7.0668), (6.187,7.072)	0.0123482792323
(6.01671,6.91664), (6.0038,6.9155)	0.0129602353374
(6.01735,6.9134), (6.0038,6.9155)	0.0137117650213
(6.3857,6.8229), (6.3823,6.8088)	0.0145041373408
(6.3857,6.8229), (6.3739,6.8134)	0.0151489273548
(6.0833333,7.0166667), (6.0666667,7.0166667)	0.0166666
(6.0833333,7.0166667), (6.0833333,7.0)	0.0166667
(6.166667,7.016667), (6.157,7.0311)	0.0173713090468
(6.2871,7.0432), (6.26889,7.04225)	0.0182347635027
(6.2871,7.0432), (6.2687,7.0405)	0.0185970427757
(6.19721,6.9697), (6.1832,6.9834)	0.0195951550134
(6.2065,7.0679), (6.187,7.072)	0.0199263644451
(6.08624,6.99556), (6.0833333,7.0166667)	0.0213059073916
(6.01671,6.91664), (5.9963,6.925)	0.0220557860889
(6.0833333,7.0), (6.0666667,7.0166667)	0.0235702024694
(6.23032,7.06492), (6.2065,7.0679)	0.0240056826606
(6.01735,6.9134), (5.9963,6.925)	0.0240346104608
(5.0131,7.0688), (4.990833,7.054444)	0.0264936600907
(5.0135,7.069), (4.990833,7.054444)	0.0269382632142
(6.08624,6.99556), (6.0666667,7.0166667)	0.0287855320913
(6.16855,7.4515), (6.145,7.469)	0.0293402880013
(5.4829,7.0337), (5.4543,7.0247)	0.0299826616564
(6.23032,7.06492), (6.1982,7.0668)	0.0321749716395
(6.1429,6.8914), (6.1094,6.88615)	0.0339088852663
(6.276,7.005), (6.2687,7.0405)	0.0362427923869
(5.978888732,7.093990671), (5.95007,7.11665)	0.0366601214512
(6.1832,6.9834), (6.166667,7.016667)	0.0371488004921
(5.95007,7.11665), (5.9332,7.0834)	0.0372848414238
(6.276,7.005), (6.26889,7.04225)	0.0379224814589
(6.016667,7.083333), (5.978888732,7.093990671)	0.0392528149847
(6.0168,7.0834), (5.978888732,7.093990671)	0.0393627559198
(6.2871,7.0432), (6.276,7.005)	0.0397800201106
(6.1429,6.8914), (6.1038,6.8834)	0.0399100238036
(6.23032,7.06492), (6.187,7.072)	0.0438947468383
(6.26889,7.04225), (6.23032,7.06492)	0.0447389517088
(6.22242,6.93223), (6.19721,6.9697)	0.045161321947
(6.2687,7.0405), (6.23032,7.06492)	0.045490227522
(5.978888732,7.093990671), (5.9332,7.0834)	0.0469001337311
(6.187,7.072), (6.157,7.0311)	0.0507228745242
(5.72517,7.13325), (5.71795,7.08217)	0.0515877388533
(6.2328,6.6478), (6.1831,6.6336)	0.0516887802139
(6.157,7.0311), (6.116667,7.066667)	0.0537751092793
(6.1038,6.8834), (6.05314,6.86476)	0.0539804149669
(6.1832,6.9834), (6.157,7.0311)	0.0544217787287
(6.1982,7.0668), (6.157,7.0311)	0.0545154106652
(6.1665,6.7833), (6.1124,6.7739)	0.0549105636467
(6.1665,6.7833), (6.1124,6.7738)	0.054927770754
(5.4543,7.0247), (5.3999,7.0167)	0.0549850888878
(6.19721,6.9697), (6.166667,7.016667)	0.056024761829
(6.187,7.072), (6.166667,7.016667)	0.0589505875967
(6.1982,7.0668), (6.166667,7.016667)	0.0592253980822
(6.116667,7.066667), (6.0833333,7.0166667)	0.0600929742631
(6.1094,6.88615), (6.05314,6.86476)	0.0601890330542
(6.05314,6.86476), (6.01735,6.9134)	0.0603885229162
(6.2871,7.0432), (6.23032,7.06492)	0.0607924896677
(6.2065,7.0679), (6.157,7.0311)	0.0616805479872
(6.05314,6.86476), (6.01671,6.91664)	0.0633930540359
(6.22242,6.93223), (6.1832,6.9834)	0.0644715231711
(6.2065,7.0679), (6.166667,7.016667)	0.0648959796752
(6.26889,7.04225), (6.2065,7.0679)	0.0674569092088
(6.2687,7.0405), (6.2065,7.0679)	0.0679676393587
(6.187,7.072), (6.116667,7.066667)	0.0705348975898
(6.166667,7.016667), (6.116667,7.066667)	0.0707106781187
(6.116667,7.066667), (6.0666667,7.0166667)	0.0707111023827
(6.05314,6.86476), (6.0038,6.9155)	0.0707741704296
(5.853889,6.86), (5.783,6.8667)	0.0712049178147
(6.19721,6.9697), (6.157,7.0311)	0.0733948506368
(6.016667,7.083333), (5.95007,7.11665)	0.0744659848387
(6.116667,7.066667), (6.0833333,7.0)	0.0745360613709
(6.0168,7.0834), (5.95007,7.11665)	0.0745550494601
(6.26889,7.04225), (6.1982,7.0668)	0.0748316684299
