5486	5610	1	0.0256431	0	1
2554	5610	1	1.10054e-10	0	4
5610	0	1	0.183148	0	1
5610	142	1	0.167938	0	1
5610	80	1	0.167172	0	1
5610	132	1	0.16686	0	1
5610	3030	1	0.16669	0	1
5486	8249	1	0.0256433	0	1
2554	8249	1	1.10055e-10	0	4
8249	0	1	0.156984	0	1
8249	142	1	0.143947	0	1
8249	80	1	0.14329	0	1
8249	132	1	0.143023	0	1
8249	3030	1	0.142877	0	1
5486	9720	1	0.0256433	0	1
2554	9720	1	1.10055e-10	0	4
9720	0	1	0.156984	0	1
9720	142	1	0.143947	0	1
9720	80	1	0.14329	0	1
9720	132	1	0.143023	0	1
9720	3030	1	0.142877	0	1
227	1816	0.000681244	5.51279e-11	1	4
2105	1816	1	0.500041	0	1
1816	313	1	0.168599	0	1
1816	7	1	0.111616	0	2
1816	1833	1	0.166705	0	1
227	3418	1	8.53535e-09	0	3
2105	3418	1	0.500041	0	1
3418	313	1	0.144513	0	1
3418	7	1	0.0820035	0	2
3418	1833	1	0.14289	0	1
292	345	1	0.200013	0	1
345	334	1	0.500033	0	1
409	412	1	9.43783e-19	0	7
412	0	1	0.0688334	0	2
412	305	1	0.125481	0	1
412	307	1	0.125099	0	1
412	1157	1	0.125028	0	1
412	1638	1	0.125019	0	1
412	1634	1	0.125011	0	1
409	2499	1	9.43797e-19	0	7
2499	0	1	0.0224762	0	2
2499	305	1	0.0717033	0	1
2499	307	1	0.0714851	0	1
2499	1157	1	0.0714446	0	1
2499	1638	1	0.0714393	0	1
2499	1634	1	0.0714349	0	1
409	2554	1	9.47253e-19	0	7
2554	0	5.30431e-157	3.24212e-158	195	197
2554	305	0.000812831	2.60307e-06	1	2
2554	307	1	0.00080579	0	1
2554	1157	1	0.000805333	0	1
2554	1638	1	0.000805274	0	1
2554	1634	1	0.000805224	0	1
409	3048	1	9.43973e-19	0	7
3048	0	0.000124866	2.2036e-06	3	5
3048	305	1	0.0145485	0	1
3048	307	1	0.0145042	0	1
3048	1157	1	0.014496	0	1
3048	1638	1	0.0144949	0	1
3048	1634	1	0.014494	0	1
409	3081	1	9.43789e-19	0	7
3081	0	0.549445	0.0408217	1	3
3081	305	1	0.111539	0	1
3081	307	1	0.111199	0	1
3081	1157	1	0.111136	0	1
3081	1638	1	0.111128	0	1
3081	1634	1	0.111121	0	1
409	7809	1	9.43795e-19	0	7
7809	0	0.183148	0.0135453	1	3
7809	305	1	0.077219	0	1
7809	307	1	0.0769839	0	1
7809	1157	1	0.0769403	0	1
7809	1638	1	0.0769346	0	1
7809	1634	1	0.0769299	0	1
409	8113	1	9.43811e-19	0	7
8113	0	1	0.0152434	0	2
8113	305	1	0.0590498	0	1
8113	307	1	0.05887	0	1
8113	1157	1	0.0588367	0	1
8113	1638	1	0.0588324	0	1
8113	1634	1	0.0588287	0	1
409	10374	1	9.43805e-19	0	7
10374	0	0.058123	0.0045386	3	5
10374	305	0.125481	0.0178462	1	2
10374	307	1	0.0667194	0	1
10374	1157	1	0.0666816	0	1
10374	1638	1	0.0666767	0	1
10374	1634	1	0.0666726	0	1
409	11018	1	9.43789e-19	0	7
11018	0	1	0.0543869	0	2
11018	305	1	0.111539	0	1
11018	307	1	0.111199	0	1
11018	1157	1	0.111136	0	1
11018	1638	1	0.111128	0	1
11018	1634	1	0.111121	0	1
409	11581	1	9.43792e-19	0	7
11581	0	1	0.0440534	0	2
11581	305	1	0.100385	0	1
11581	307	1	0.100079	0	1
11581	1157	1	0.100022	0	1
11581	1638	1	0.100015	0	1
11581	1634	1	0.100009	0	1
409	12144	1	9.43795e-19	0	7
12144	0	1	0.0364077	0	2
12144	305	1	0.0912588	0	1
12144	307	1	0.090981	0	1
12144	1157	1	0.0909294	0	1
12144	1638	1	0.0909228	0	1
12144	1634	1	0.0909172	0	1
409	12324	1	9.43794e-19	0	7
12324	0	0.366296	0.029759	1	3
12324	305	1	0.100385	0	1
12324	307	1	0.100079	0	1
12324	1157	1	0.100022	0	1
12324	1638	1	0.100015	0	1
12324	1634	1	0.100009	0	1
266	633	1	0.00248167	0	1
633	133	0.00666743	0.00411741	4	5
266	2586	1	0.00248157	0	1
2586	133	1	0.250133	0	1
266	2590	1	0.00248157	0	1
2590	133	1	0.33351	0	1
266	2600	1	0.00248157	0	1
2600	133	1	0.33351	0	1
266	2603	1	0.00248157	0	1
2603	133	1	0.33351	0	1
266	3546	1	0.00248157	0	1
3546	133	1	0.33351	0	1
266	3553	1	0.00248157	0	1
3553	133	1	0.33351	0	1
266	3554	1	0.00248159	0	1
3554	133	1	0.200106	0	1
266	4494	1	0.00248157	0	1
4494	133	0.33351	0.250133	1	2
266	5715	1	0.00248157	0	1
5715	133	1	0.33351	0	1
266	5756	1	0.00248157	0	1
5756	133	1	0.200106	0	1
266	5761	1	0.00248161	0	1
5761	133	1	0.125066	0	1
266	5764	1	0.00248158	0	1
5764	133	1	0.166755	0	1
266	5769	1	0.00248172	0	1
5769	133	1	0.0303191	0	1
266	5770	1	0.00248173	0	1
5770	133	1	0.033351	0	1
