5.3999,7.0167	5.3999,7.0167

5.3999,7.0167	5.4244,7.1967
1	2	[ọ̀*ọ]	15895
1	1	[r̃*r]	34853
1	1	[ò*ọ̀]	31775
1	1	[ị̀*i]	19461
1	1	[ọ̄*ọ]	14871
0.666667	2	[ī*i]	26117
0.666667	2	[ụ̀*ụ]	7704
0.5	1	[ch*n]	23560
0.5	1	[-*.]	6732
0.333333	1	[ī*è]	26139
0.333333	1	[ụ̄*ụ]	8728
0.333333	1	[ụ̄*a]	8716
0.25	1	[ē*Ị]	22116
0.25	1	[ē*i]	22021
0.25	1	[ē*ā]	22020
0.2	3	[e*è]	3611
0.2	1	[ị*i]	5637
0.2	1	[i*é]	2644
0.2	1	[y*ny]	1572
0.166667	1	[h*g]	3082
0.142857	1	[ọ*ọ̄]	11805
0.125	1	[è*e]	13831
0.125	1	[k*d]	11289
0.125	1	[k*h]	11270
0.111111	1	[à*á]	7247
0.111111	1	[n*N]	4181
0.111111	1	[n*z]	4135
0.1	1	[ì*u]	9778
0.0909091	1	[-r]	18944
0.0833333	1	[-m]	10240
0.0769231	1	[ụ*ụ̀]	12303
0.0666667	1	[e*é]	3668
0.0666667	1	[e*i]	3589
0.0625	1	[a*à]	6158

5.3999,7.0167	5.4543,7.0247
1	2	[è*e]	13831
1	1	[s*f]	33825
1	1	[ə*u]	27698
1	1	[ō*E]	27225
1	1	[gb*kp]	25114
1	1	[m̀*n]	24072
1	1	[ch*d]	23577
1	1	[t*b]	21020
1	1	[m̄*?]	16462
1	1	[à*a]	7180
1	1	[-*.]	6732
0.5	1	[nw*Nw]	22614
0.5	1	[r*s]	19010
0.5	1	[ị̄*ị]	17419
0.5	1	[ị̄*i]	17413
0.5	1	[ọ̀*ọ]	15895
0.5	1	[ọ̀*i]	15877
0.5	1	[ọ̄*o]	14883
0.5	1	[ọ̄*ọ]	14871
0.5	1	[b*d]	14361
0.5	1	[k*gb]	11313
0.125	1	[n*r]	4133
0.125	1	[n*w]	4112
0.0526316	1	[a*-]	6157
0.0526316	1	[-a]	6144

5.3999,7.0167	5.4829,7.0337
1	2	[ọ̄*ọ]	14871
1	1	[s*f]	33825
1	1	[ō*ē]	27179
1	1	[ị̀*ì]	19475
1	1	[m̄*.]	16460
0.5	1	[ī*i]	26117
0.5	1	[m̀*m]	24084
0.5	1	[b*d]	14361
0.333333	1	[nw*kw]	22558
0.333333	1	[-l]	20480
0.333333	1	[ny*à]	18446
0.333333	1	[ọ̀*ọ]	15895
0.333333	1	[ọ̀*i]	15877
0.333333	1	[k*hw]	11316
0.2	1	[ụ*ụ̄]	12305
0.2	1	[ụ*ụ̀]	12303
0.2	1	[ọ*ọ̀]	11807
