Coordinates:	5.3999,7.0167
1	h%a%-%a%t%ụ%s%a%
1	h%a%-%a%j%ụ%
1	gw%ọ̀%
1	gw%ọ%
1	gw%ò%t%ò%gw%ò%t%ò%
1	gw%ò%m̀%p%ì%t%ì%
1	gw%à%
1	gw%u%z%o%
1	gw%u%
1	gw%a%r%a%
1	gw%a%n%ụ%
1	gh%ọ̀%t%à%
1	gh%ọ%t%a%kw%a%
1	gh%è%
1	gh%à%r%à%n%ù%
1	gh%a%r%ị%p%ụ%r%ụ%
1	gh%a%r%ị%
1	gb%ọ%ch%a%a%
1	gb%ị%ị%
1	gb%ú%ch%à%
1	gb%à%s%à%t%à%r%à%
1	gb%à%r%à%
1	gb%à%l%à%m%
1	gb%à%l%à%
1	gb%à%k%ọ̀%ch%à%à%
1	gb%u%m%e%
1	gb%o%o%
1	gb%e%r%e%gb%e%r%e%
1	gb%a%t%ụ%r%ụ%
1	gb%a%sh%ị%
1	gb%a%s%a%a%
1	gb%a%s%a%
1	gb%a%r%o%o%
1	gb%a%r%a%g%a%
1	gb%a%p%ụ%t%a%r%a%
1	gb%a%p%ụ%
1	gb%a%k%o%ch%a%r%a%
1	gb%a%k%i%e%
1	gb%a%j%e%w%e%
1	gb%a%j%a%
1	gb%a%gh%a%r%a%
1	gb%a%gg%h%a%
1	gb%a%gb%u%sh%i%r%i%
1	gb%a%f%o%o%
1	gb%a%ch%a%r%a%
1	gb%a%ch%a%
1	gb%a%a%l%a%
1	g%ụ̀%r%ụ̀%
1	g%ụ̀%kw%à%l%à%
1	g%ụ%ọ%
1	g%ụ%sh%i%sh%a%
1	g%ụ%m%a%r%a%n%ụ%
1	g%ụ%m%a%kw%a%n%ụ%
1	g%ụ%m%a%h%u%r%u%
1	g%ụ%m%a%h%u%
1	g%ụ%kw%u%
1	g%ụ%g%a%r%a%
1	g%ọ̀%w%à%
1	g%ị̀%gh%ị̀%
1	g%ù%r%ù%
1	g%ù%d%ù%
1	g%ò%z%í%ē%
1	g%ò%s%ì%
1	g%í%gh%ì%
1	g%í%
1	g%ì%gh%ì%
1	g%á%à%b%í%à%
1	g%á%w%á%
1	g%á%r%á%
1	g%á%kw%á%n%ụ́%
1	g%á%kw%á%n%ì%
1	g%á%f%é%l%á%
1	g%á%f%é%ch%ā%
1	g%á%d%ì%
1	g%á%-%á%w%ụ̀%
1	g%á%-%á%b%á%l%à%
1	g%à%r%ì%w%à%
1	g%à%-%á%s%ì%
1	g%à%-%á%m%à%l%ì%t%è%
1	g%t%a%-%e%m%e%r%e%
1	g%o%t%e%
1	g%o%s%i%
1	g%o%dz%i%e%
1	g%o%dz%i%
1	g%e%t%e%r%e%
1	g%e%sh%i%sh%e%n%ụ%
1	g%e%n%ụ%
1	g%e%m%w%n%u%
1	g%e%m%e%
1	g%e%kw%e%n%ụ%
1	g%e%e%m%e%n%ụ%
1	g%e%e%-%e%w%e%t%e%
1	g%e%e%
1	g%e%dz%i%e%
1	g%e%dz%i%ch%a%n%ụ%
1	g%e%-%e%w%e%r%e%
1	g%a%r%u%t%e%
1	g%a%n%i%gh%i%
1	g%a%n%a%
1	g%a%m%i%e%
1	g%a%m%a%
1	g%a%l%a%
1	g%a%kw%a%n%ụ%
1	g%a%kw%a%n%i%
1	g%a%kw%a%gh%i%
1	g%a%kw%a%-%
1	g%a%k%i%b%a%
1	g%a%h%g%i%
1	g%a%gh%i%
1	g%a%gh%a%kw%a%
1	g%a%g%a%r%a%
1	g%a%f%è%r%è%
1	g%a%f%e%t%e%
1	g%a%d%a%
1	g%a%a%-%a%m%a%
1	g%a%-%ụ%m%ụ%
1	g%a%-%nw%a%
1	g%a%-%n%e%-%e%kw%e%r%e%m%ụ%
1	g%a%-%e%w%e%
1	g%a%-%e%t%o%
1	g%a%-%e%t%e%
1	g%a%-%e%r%i%ch%a%
1	g%a%-%e%p%u%kw%e%n%u%
1	g%a%-%e%m%e%r%e%m%ụ%
1	g%a%-%e%m%e%n%ụ%
1	g%a%-%e%m%e%gw%u%
1	g%a%-%e%kw%e%
1	g%a%-%e%j%e%r%e%
1	g%a%-%e%h%i%
1	g%a%-%e%gb%u%n%u%
1	g%a%-%e%g%e%
1	g%a%-%e%dz%e%r%e%
1	g%a%-%a%y%ọ%n%ụ%
1	g%a%-%a%w%ụ%z%i%
1	g%a%-%a%w%ụ%
1	g%a%-%a%t%ọ%
1	g%a%-%a%t%a%
1	g%a%-%a%s%a%
1	g%a%-%a%r%ụ%gb%ụ%
1	g%a%-%a%r%a%
1	g%a%-%a%nw%ụ%ch%u%
1	g%a%-%a%m%ụ%t%a%
1	g%a%-%a%l%a%
1	g%a%-%a%kw%ụ%r%ụ%
1	g%a%-%a%kw%ọ%
1	g%a%-%a%kp%ị%
1	g%a%-%a%k%ọ%
1	g%a%-%a%gw%a%
1	g%a%-%a%gb%a%k%e%
1	g%a%-%a%g%a%
1	g%a%-%a%ch%ọ%kw%a%
1	g%a%-%a%b%i%a%r%ị%r%ị%
1	g%a%-%a%b%a%r%a%
1	g%a%'%e%sh%i%
1	g%a%'%e%j%i%
1	g%-%í%ny%é%
1	g%-%é%ch%è%
1	g%'%í%b%ọ̀%
1	g%'%í%b%ò%
1	g%'%ì%n%ọ̀%
1	g%'%ì%m%ụ̀%t%ā%
1	g%'%ì%m%è%
1	g%'%ì%j%ì%
1	g%'%é%sh%ì%
1	g%'%é%gb%ù%
1	g%'%é%ch%é%
1	g%'%á%n%ọ̀%kw%à%
1	g%'%á%d%í%kw%á%
1	g%'%à%f%ù%t%à%w%à%
1	g%'%à%d%ì%
1	g%'%a%m%ụ̀%r%ụ̀%
1	f%ụ́%à%r%à%
1	f%ụ́%t%á%kw%à%n%à%
1	f%ụ́%t%à%gh%ì%
1	f%ụ́%t%ā%
1	f%ụ̀%t%à%r%à%
1	f%ụ%ụ%
1	f%ụ%t%a%
1	f%ụ%
1	f%ọ̀%r%ọ̀%n%ụ̀%
1	f%ọ̀%r%ọ̀%
1	f%ọ%ọ%
1	f%ọ%r%ọ%
1	f%ọ%f%ọ%
1	f%ị%g%a%
1	f%ú%t%à%
1	f%u%t%a%kw%a%n%i%
1	f%u%t%a%
1	f%u%sh%i%a%l%a%
1	f%o%t%e%
1	f%o%r%i%
1	f%o%d%e%
1	f%e%f%e%r%e%
1	f%e%
1	e%é%h%
1	e%z%ì%
1	e%z%u%r%u%e%z%u%
1	e%y%i%e%
1	e%y%e%y%e%y%e%
1	e%w%u%t%e%kw%e%l%e%
1	e%w%u%t%e%
1	e%w%l%i%t%e%
1	e%w%e%t%u%
1	e%w%e%t%e%-%
1	e%w%e%r%e%z%i%e%
1	e%w%e%r%e%l%e%
1	e%w%e%r%e%kw%e%n%ụ%
1	e%w%e%p%ụ%t%a%r%a%
1	e%w%e%n%e%
1	e%w%e%l%i%
1	e%w%e%f%u%t%a%r%a%
1	e%w%e%f%u%t%a%gh%i%
1	e%t%u%w%e%
1	e%t%u%g%e%
1	e%t%o%g%e%
1	e%t%o%-%
1	e%t%i%t%ụ%kw%a%n%ụ%
1	e%t%i%n%u%n%ụ%n%a%
1	e%t%i%k%ọ%t%a%
1	e%t%i%e%e%
1	e%t%i%e%
1	e%t%i%-%t%i%-%t%i%-%t%i%
1	e%t%e%t%e%n%ụ%
1	e%t%e%t%e%l%e%
1	e%t%e%t%e%
1	e%t%e%
1	e%sh%o%
1	e%sh%i%w%e%r%e%
1	e%sh%i%w%e%
1	e%sh%i%sh%a%n%a%
1	e%sh%i%sh%a%
1	e%sh%i%m%e%n%u%
1	e%sh%i%kw%e%n%ụ%
1	e%sh%i%kw%e%n%u%
1	e%sh%i%kw%e%n%a%
1	e%sh%i%kw%a%n%ụ%
1	e%sh%i%h%u%
1	e%s%o%r%o%h%a%
1	e%s%o%r%o%
1	e%s%o%
1	e%r%ị%
1	e%r%u%o%l%a%
1	e%r%u%o%kw%a%n%ụ%
1	e%r%u%n%u%
1	e%r%u%h%a%
1	e%r%u%b%e%
1	e%r%o%l%e%
1	e%r%i%r%i%
1	e%r%i%kw%e%n%u%
1	e%r%i%h%e%
1	e%r%i%g%i%-%
1	e%r%i%g%e%r%e%
1	e%r%i%f%o%r%o%
1	e%r%i%dz%i%
1	e%r%i%ch%a%p%ụ%
1	e%r%i%ch%a%n%a%n%ụ%
1	e%r%e%n%ụ%
1	e%p%u%u%z%ọ%
1	e%p%u%n%u%z%o%
1	e%p%u%
1	e%o%r%o%
1	e%o%ch%a%ch%a%l%a%
1	e%ny%ị%
1	e%ny%è%r%è%
1	e%ny%e%kw%u%n%u%
1	e%ny%e%kw%e%n%ụ%
1	e%nw%e%w%o%h%u%
1	e%nw%e%t%e%b%e%gh%i%
1	e%nw%e%t%e%
1	e%nw%e%n%u%
1	e%nw%e%gh%ụ%
1	e%nw%e%gh%i%
1	e%nw%e%e%
1	e%n%u%
1	e%n%i%i%gw%e%
1	e%m%è%m%è%
1	e%m%u%m%e%
1	e%m%ī%
1	e%m%i%b%a%
1	e%m%e%t%ụ%h%a%
1	e%m%e%t%e%l%e%
1	e%m%e%r%ụ%sh%ị%
1	e%m%e%r%ụ%sh%i%sh%a%
1	e%m%e%n%u%n%a%
1	e%m%e%n%e%
1	e%m%e%m%e%n%e%
1	e%m%e%l%e%
1	e%m%e%kw%e%n%i%
1	e%m%e%kw%e%
1	e%m%e%k%à%t%à%l%à%
1	e%m%e%k%e%-%
1	e%m%e%j%e%
1	e%m%e%h%e%
1	e%m%e%gw%u%
1	e%m%e%gh%i%
1	e%m%e%gh%e%r%e%
1	e%m%e%gh%a%r%ị%
1	e%m%e%g%i%d%e%
1	e%m%e%dz%i%e%
1	e%m%e%dz%i%ch%a%r%a%
1	e%m%e%ch%a%a%
1	e%l%u%b%i%-%
1	e%l%i%r%i%
1	e%l%i%
1	e%l%e%z%i%
1	e%l%e%l%i%e%
1	e%l%e%kw%a%n%ụ%
1	e%l%e%h%e%
1	e%l%e%e%kw%e%n%u%
1	e%l%e%dz%i%e%
1	e%l%e%c%t%
1	e%l%e%-%
1	e%kw%u%sh%i%
1	e%kw%u%o%
1	e%kw%e%r%e%ch%a%
1	e%kw%e%n%u%n%u%
1	e%kw%e%gh%e%
1	e%kw%e%e%
1	e%kp%u%p%e%
1	e%kp%u%
1	e%kp%o%o%
1	e%k%u%sh%i%n%ụ%
1	e%k%i%t%i%
1	e%k%i%k%e%
1	e%k%e%w%a%r%a%
1	e%k%e%w%a%n%a%n%i%
1	e%k%e%l%e%
1	e%j%ì%kw%è%
1	e%j%i%n%ụ%
1	e%j%i%n%u%
1	e%j%i%kw%a%
1	e%j%i%h%u%
1	e%j%i%gh%e%h%ụ%
1	e%j%i%e%kw%e%n%ụ%
1	e%j%i%e%
1	e%j%i%-%
1	e%j%e%m%e%n%ụ%
1	e%j%e%m%e%h%ụ%h%a%
1	e%j%e%m%e%h%e%
1	e%j%e%m%e%h%a%
1	e%j%e%j%e%
1	e%j%e%g%e%
1	e%j%e%e%
1	e%j%e%ch%a%n%n%i%
1	e%h%ì%
1	e%h%o%o%
1	e%h%o%l%e%h%u%
1	e%gb%u%l%e%
1	e%gb%o%l%e%
1	e%gb%e%r%e%gb%e%r%e%
1	e%gb%e%-%
1	e%gb%a%
1	e%g%o%
1	e%g%a%-%e%m%e%
1	e%f%è%
1	e%f%o%r%o%
1	e%f%e%t%e%p%ụ%
1	e%f%e%p%ụ%n%ụ%
1	e%f%e%
1	e%e%m%
1	e%e%h%
1	e%dz%i%kw%e%
1	e%dz%i%h%ụ%
1	e%dz%i%gb%o%
1	e%d%u%n%u%
1	e%d%u%n%o%r%o%
1	e%d%i%n%a%n%ụ%
1	e%d%i%m%a%n%
1	e%d%e%m%e%
1	e%d%e%f%u%t%a%
1	e%d%e%e%
1	e%d%e%b%a%
1	e%ch%i%ch%i%
1	e%ch%e%t%e%gh%ụ%
1	e%ch%e%t%a%
1	e%ch%e%r%e%n%ụ%
1	e%ch%e%g%e%
1	e%ch%e%f%u%d%u%
1	e%ch%e%f%u%ch%a%l%a%
1	e%ch%e%d%o%
1	e%b%é%
1	e%b%u%t%e%r%e%r%e%
1	e%b%u%t%e%l%e%
1	e%b%u%t%e%
1	e%b%u%r%u%sh%i%a%
1	e%b%u%r%u%n%ụ%
1	e%b%u%p%ụ%t%a%r%a%
1	e%b%u%p%ụ%t%a%
1	e%b%u%l%e%
1	e%b%i%t%e%
1	e%b%i%kw%e%
1	e%b%i%e%-%
1	e%b%i%d%o%n%u%
1	e%b%i%d%o%kw%e%
1	e%b%i%d%o%h%u%
1	e%b%e%w%o%l%o%
1	e%b%e%r%i%
1	e%b%e%m%e%l%o%
1	e%b%e%l%i%e%
1	e%b%e%l%e%a%k%ụ%
1	e%b%e%kw%e%n%ụ%
1	dz%i%m%
1	dz%i%gb%u%
1	dz%i%e%
1	dz%i%
1	d%ụ%b%a%
1	d%ọ%r%ọ%
1	d%ọ%k%ọ%r%ọ%
1	d%ị́%gh%ị́%kw%á%n%ụ́%
1	d%ị%r%ị%
1	d%ị%kw%a%r%a%n%ụ%
1	d%ò%w%é%
1	d%ò%w%è%ch%à%à%
1	d%ò%w%à%s%à%ch%à%
1	d%í%í%sh%í%
1	d%í%t%ā%
1	d%í%kw%á%
1	d%í%k%à%
1	d%í%gh%ì%
1	d%ì%r%ì%
1	d%ì%kw%à%
1	d%ì%k%à%
1	d%ì%gh%ì%
1	d%ì%d%ì%
1	d%à%à%
1	d%u%sh%i%
1	d%u%r%u%
1	d%u%n%u%r%u%r%u%
1	d%u%n%u%r%u%
1	d%u%n%u%n%u%
1	d%u%kw%a%
1	d%o%r%i%e%
1	d%o%o%
1	d%o%dz%i%ch%a%
1	d%i%w%a%
1	d%i%t%e%
1	d%i%n%e%
1	d%i%n%a%
1	d%i%kw%a%n%ụ%
1	d%i%kw%a%
1	d%i%gh%i%kw%a%
1	d%i%gh%a%
1	d%i%a%
1	d%e%w%e%
1	d%e%m%e%kw%e%r%e%n%ụ%
1	d%e%h%i%-%
1	d%e%gh%e%r%e%
1	d%e%f%ụ%t%a%
1	d%e%ch%a%
1	d%e%c%e%m%b%e%r%
1	d%e%b%a%r%a%
1	d%a%r%a%
1	d%a%a%l%a%
1	d%a%a%
1	ch%ụ%r%ụ%
1	ch%ụ%p%ụ%r%ụ%
1	ch%ụ%m%a%
1	ch%ọ̀%ọ̀%ch%ì%
1	ch%ọ̀%ọ̀%
1	ch%ọ̀%kw%à%
1	ch%ọ%w%a%
1	ch%ọ%p%ụ%t%a%kw%a%n%ụ%
1	ch%ọ%m%a%r%a%
1	ch%ọ%m%a%n%ụ%
1	ch%ọ%kw%a%r%a%-%
1	ch%ọ%g%a%
1	ch%ọ%f%ụ%
1	ch%ọ%ch%a%
1	ch%ị̀%r%ị̀%
1	ch%ị%ị%s%u%r%u%
1	ch%ị%ị%r%ị%
1	ch%ị%ị%kw%a%r%a%
1	ch%ị%ị%gh%a%
1	ch%ị%ị%ch%a%
1	ch%ị%ị%
1	ch%ị%s%a%
1	ch%ị%k%o%t%a%ch%a%
1	ch%ị%gh%a%
1	ch%ị%ch%a%
1	ch%ị%
1	ch%í%é%ch%à%à%
1	ch%í%é%
1	ch%í%n%é%k%é%
1	ch%í%
1	ch%ì%
1	ch%è%kw%è%m%
1	ch%à%r%à%
1	ch%à%kw%à%n%ù%
1	ch%u%-%ch%u%-%ch%u%-%ch%u%
1	ch%u%
1	ch%i%w%a%
1	ch%i%r%ì%
1	ch%i%kw%e%n%u%
1	ch%i%h%o%
1	ch%i%gh%i%kw%e%
1	ch%e%w%e%kw%e%n%ụ%
1	ch%e%t%e%kw%a%n%ụ%
1	ch%e%t%e%
1	ch%e%sh%ị%
1	ch%e%s%ọ%
1	ch%e%r%e%n%ụ%n%ụ%
1	ch%e%r%e%kw%e%
1	ch%e%n%ụ%
1	ch%e%m%e%
1	ch%e%kw%e%n%ụ%
1	ch%e%kw%e%m%e%n%u%
1	ch%e%kw%e%m%
1	ch%e%g%e%r%e%
1	ch%e%f%o%o%kw%e%n%u%h%u%
1	ch%e%e%
1	ch%e%b%i%r%i%
1	ch%a%v%u%
1	ch%a%n%i%
1	ch%a%m%u%
1	ch%a%m%i%
1	ch%a%l%a%
1	ch%a%kw%a%
1	ch%a%i%
1	ch%a%gh%i%
1	ch%a%a%kp%i%i%
1	ch%a%a%
1	c%o%m%m%u%n%i%t%y%
1	b%ụ́%
1	b%ụ̀%l%à%
1	b%ụ%t%a%
1	b%ụ%r%ụ%z%i%e%
1	b%ọ̀%ọ̀%l%ụ̀%
1	b%ọ̀%ọ̀%
1	b%ọ̀%ch%à%à%
1	b%ị%gh%a%
1	b%ị%g%a%
1	b%ò%
1	b%í%à%kw%à%n%ù%
1	b%í%d%ō%m%
1	b%í%
1	b%ì%à%t%ọ̀%ch%à%à%
1	b%ì%à%t%ù%
1	b%ì%à%r%à%
1	b%ì%à%kw%ù%t%è%r%è%
1	b%ì%à%kw%à%n%ù%
1	b%ì%à%kw%à%
1	b%ì%r%ì%l%è%
1	b%ì%a%r%a%
1	b%ì%a%
1	b%è%è%
1	b%à%t%à%kw%à%
1	b%à%t%à%
1	b%u%z%u%
1	b%u%t%e%r%e%
1	b%u%r%u%n%u%
1	b%u%r%u%kw%e%
1	b%u%l%i%e%l%e%
1	b%u%l%a%r%u%
1	b%u%k%u%r%u%
1	b%u%dz%i%
1	b%r%a%s%s%
1	b%o%a%b%e%
1	b%i%à%kw%a%n%ì%
1	b%i%h%u%
1	b%i%gh%a%
1	b%i%g%e%
1	b%i%g%a%
1	b%i%f%u%t%a%
1	b%i%d%o%r%o%
1	b%i%d%o%h%u%
1	b%i%d%o%h%a%
1	b%i%a%w%a%r%a%
1	b%i%a%r%a%n%ụ%
1	b%i%a%n%ụ%
1	b%i%a%m%a%
1	b%i%a%kw%u%
1	b%i%a%kw%a%r%a%n%ụ%
1	b%i%a%kw%a%r%a%
1	b%i%a%kw%a%n%ū%
1	b%i%a%h%ụ%
1	b%i%a%g%a%
1	b%i%a%-%
1	b%e%n%u%kw%a%n%ụ%
1	b%e%n%u%
1	b%e%m%e%r%e%
1	b%e%m%e%n%u%
1	b%e%m%e%h%ụ%kw%a%
1	b%e%l%l%
1	b%e%
1	b%a%r%u%ò%
1	b%a%ny%e%
1	b%a%gh%ụ%
1	b%a%b%a%a%r%a%r%a%
1	b%a%a%n%ụ%n%ụ%
1	b%a%a%l%a%
1	ā%n%à%
1	ā%
1	a%ṅ%ụ%r%ị%
1	a%ṅ%ụ%n%ụ%
1	a%ṅ%ụ%l%ị%
1	a%z%ụ%l%i%t%e%g%e%
1	a%z%ụ%kw%a%l%a%
1	a%z%ụ%g%a%
1	a%z%a%
1	a%y%ụ%kw%a%n%a%a%
1	a%y%ọ%m%a%
1	a%y%ọ%l%a%
1	a%y%ọ%h%a%kw%a%n%ụ%
1	a%y%ọ%-%
1	a%y%ị%n%a%
1	a%y%o%t%a%r%a%
1	a%y%o%
1	a%y%i%y%ọ%
1	a%y%i%
1	a%w%ụ̀%
1	a%w%ụ%sh%i%a%
1	a%w%ụ%r%ụ%dz%i%e%
1	a%w%ụ%r%ụ%
1	a%w%ụ%kw%a%n%ụ%
1	a%w%ụ%h%ụ%kw%a%
1	a%t%ụ%t%a%r%a%
1	a%t%ụ%sh%a%r%a%
1	a%t%ụ%r%ụ%m%
1	a%t%ụ%l%a%
1	a%t%ọ̄%
1	a%t%ọ%gb%u%l%e%
1	a%t%ọ%gb%u%ch%a%l%a%
1	a%t%u%kp%a%
1	a%t%u%f%u%
1	a%t%a%r%a%
1	a%t%a%n%ụ%
1	a%t%a%l%a%
1	a%sh%ị%kw%a%n%ụ%
1	a%sh%i%kw%a%n%ụ%
1	a%s%ụ̀%s%ụ̀%
1	a%s%ù%s%ù%
1	a%s%ì%
1	a%s%u%r%u%
1	a%s%a%t%ọ̄%
1	a%s%a%t%o%
1	a%r%ụ%s%ị̀%
1	a%r%ụ%l%a%
1	a%r%ị%w%o%
1	a%r%ị%r%ị%
1	a%r%ị%n%ụ%
1	a%r%ị%m%o%
1	a%r%ị%m%a%-%
1	a%r%ị%kw%a%n%ụ%
1	a%r%ị%kw%a%l%a%
1	a%r%ị%kw%a%
1	a%r%ị%ch%a%l%a%
1	a%r%u%r%a%a%l%a%
1	a%r%i%ọ%
1	a%r%i%r%i%ọ%
1	a%r%i%kw%a%
1	a%r%i%a%g%a%
1	a%r%a%r%a%n%u%
1	a%r%a%m%a%n%a%n%u%
1	a%r%a%h%a%n%a%
1	a%p%ụ%ọ%kw%a%
1	a%p%ụ%ọ%h%ọ%
1	a%p%ụ%ọ%h%a%
1	a%p%ụ%t%a%sh%i%a%
1	a%p%ụ%t%a%kw%a%l%a%
1	a%p%ụ%m%a%
1	a%p%ụ%kw%a%l%a%
1	a%p%ụ%kw%a%
1	a%p%ụ%h%u%kw%e%
1	a%p%a%r%a%
1	a%p%a%l%i%n%u%
1	a%p%a%f%ụ%t%a%
1	a%o%b%o%d%o%
1	a%n̄%ú%r%ú%ch%à%à%
1	a%ny%ụ%n%i%
1	a%ny%ị%a%
1	a%ny%ì%
1	a%ny%a%g%a%
1	a%nw%ụ%sh%i%a%
1	a%nw%ụ%r%ụ%
1	a%nw%ụ%l%a%
1	a%nw%ụ%gh%ụ%
1	a%nw%ụ%ch%ụ%
1	a%nw%ụ%ch%i%l%e%
1	a%nw%ụ%c%u%l%e%
1	a%nw%a%ny%ị%
1	a%n%ụ%h%a%
1	a%n%ụ%ch%a%
1	a%n%ọ%r%ọ%l%a%
1	a%n%ọ%r%ọ%kw%a%
1	a%n%ọ%k%ọ%
1	a%n%ọ%-%a%y%ọ%
1	a%n%ị%ị%g%a%
1	a%n%à%-%à%j%ụ̀%
1	a%n%o%p%y%
1	a%n%o%
1	a%n%n%a%
1	a%n%i%
1	a%n%g%ị%
1	a%n%d%e%
1	a%n%a%w%o%
1	a%n%a%r%a%ch%a%
1	a%n%a%r%a%
1	a%n%a%kw%a%gh%i%
1	a%n%a%kw%a%
1	a%n%a%h%ị%
1	a%n%a%gh%ị%
1	a%n%a%b%a%t%a%ch%a%
1	a%n%a%a%
1	a%m%ụ̀%t%à%r%à%
1	a%m%ụ%t%a%kw%a%n%ụ%
1	a%m%ụ%t%a%kw%a%
1	a%m%ụ%t%a%h%a%n%a%
1	a%m%ụ%t%a%g%a%
1	a%m%ụ%m%a%
1	a%m%ụ%
1	a%m%ị%p%ụ%
1	a%m%ị%gh%a%
1	a%m%ị%
1	a%m%ú%t%à%r%à%
1	a%m%à%l%i%t%e%
1	a%m%a%t%a%
1	a%m%a%r%a%n%i%
1	a%m%a%r%a%kw%a%r%a%n%ụ%
1	a%m%a%n%ụ%
1	a%m%a%n%u%n%a%
1	a%m%a%n%a%r%a%
1	a%m%a%n%a%h%ụ%
1	a%m%a%n%a%-%
1	a%m%a%j%ụ%
1	a%m%a%j%u%
1	a%m%a%h%ụ%
1	a%m%a%gh%ụ%
1	a%m%a%-%
1	a%m%-%
1	a%l%ụ%t%a%
1	a%l%ụ%kw%a%n%ụ%
1	a%l%ọ%l%a%
1	a%l%u%k%ọ%l%i%t%a%
1	a%l%o%l%a%
1	a%l%e%e%kw%e%n%ụ%
1	a%l%a%w%a%l%a%
1	a%l%a%r%u%o%l%e%
1	a%l%a%r%a%
1	a%l%a%m%a%r%a%
1	a%l%a%kw%u%r%u%
1	a%l%a%kw%a%n%a%
1	a%l%a%kw%a%
1	a%l%a%kp%o%o%
1	a%l%a%k%a%sh%i%
1	a%l%a%h%ụ%kw%a%n%ụ%
1	a%l%a%gh%a%sh%ị%
1	a%l%a%g%a%r%a%
1	a%l%a%g%a%
1	a%l%a%b%a%n%ụ%n%a%
1	a%l%a%b%a%n%a%h%a%
1	a%l%a%-%e%f%e%
1	a%kw%ụ̀%
1	a%kw%ụ%h%ụ%
1	a%kw%ụ%h%u%
1	a%kw%ụ%gh%a%sh%i%
1	a%kw%ọ%h%ụ%
1	a%kw%a%gb%u%
1	a%kw%a%b%a%
1	a%kp%ụ%t%a%
1	a%kp%ụ%r%ụ%
1	a%kp%ọ̄%
1	a%kp%ọ%t%a%
1	a%kp%ọ%p%ụ%t%a%
1	a%kp%ọ%m%a%
1	a%kp%ọ%kw%a%n%i%
1	a%kp%ọ%b%a%h%a%
1	a%kp%à%
1	a%kp%a%t%a%
1	a%kp%a%k%a%
1	a%kp%a%b%e%l%e%gh%e%
1	a%k%ụ%gh%a%
1	a%k%ụ%g%a%
1	a%k%ụ%dz%ị%r%ị%
1	a%k%ụ%dz%i%r%i%
1	a%k%ọ̀%w%à%kw%à%n%à%m%
1	a%k%ọ%w%a%
1	a%k%ọ%t%a%l%a%
1	a%k%ọ%n%u%ch%e%
1	a%k%ọ%kw%a%n%ụ%
1	a%k%ọ%b%e%
1	a%k%ị%k%ị%
1	a%k%ị%k%a%r%a%
1	a%k%ị%d%ị%n%ị%
1	a%k%ị%-%k%ị%-%k%ị%-%
1	a%k%ị%-%
1	a%k%ị%
1	a%k%u%z%i%r%i%
1	a%k%u%gb%u%
1	a%k%o%r%o%
1	a%k%o%
1	a%k%a%r%ị%
1	a%k%a%r%i%
1	a%k%a%m%a%n%a%n%ụ%
1	a%k%a%l%a%
1	a%k%a%h%ụ%
1	a%j%ụ%ọ%m%a%
1	a%j%ụ%m%a%
1	a%j%ụ%-%o%-%kw%a%r%a%n%ụ%
1	a%j%u%kw%a%l%a%
1	a%j%u%j%u%
1	a%i%h%e%
1	a%i%d%m%a%n%
1	a%h̃%ā%
1	a%h%ụ%n%ụ%
1	a%h%ụ%kw%a%r%a%
1	a%h%ị%r%ị%
1	a%h%u%w%o%r%o%
1	a%h%u%n%a%n%u%
1	a%h%u%e%d%i%n%a%
1	a%h%a%z%i%ch%a%
1	a%gw%ụ%w%a%
1	a%gw%ụ%m%a%n%a%
1	a%gw%ụ%m%a%-%a%ny%ị%
1	a%gw%ụ%l%a%m%
1	a%gw%u%r%e%gw%u%
1	a%gw%a%r%a%
1	a%gw%a%n%ụ%
1	a%gw%a%h%ụ%
1	a%gh%ọ%t%a%z%i%h%e%
1	a%gh%ọ%t%a%l%a%
1	a%gh%ọ%r%ọ%
1	a%gh%ọ%l%a%
1	a%gh%ọ%f%u%t%a%r%a%
1	a%gh%ọ%f%u%t%a%kw%a%l%a%
1	a%gh%ọ%
1	a%gh%a%r%ị%p%ụ%
1	a%gh%a%gh%ị%
1	a%gb%ụ%r%ụ%
1	a%gb%ọ%gh%ọ%b%ị%a%
1	a%gb%ọ%
1	a%gb%à%r%à%l%e%
1	a%gb%à%r%à%
1	a%gb%a%w%a%
1	a%gb%a%t%ị%a%
1	a%gb%a%t%a%
1	a%gb%a%sh%i%t%a%
1	a%gb%a%r%a%h%ụ%
1	a%gb%a%r%a%h%a%
1	a%gb%a%p%ụ%
1	a%gb%a%p%u%t%a%
1	a%gb%a%n%ụ%
1	a%gb%a%n%a%
1	a%gb%a%m%i%e%
1	a%gb%a%m%a%
1	a%gb%a%l%ị%l%a%n%ụ%
1	a%gb%a%l%i%kw%a%n%i%
1	a%gb%a%kw%a%l%a%
1	a%gb%a%k%ọ%ọ%
1	a%gb%a%k%ọ%
1	a%gb%a%k%e%l%i%e%
1	a%gb%a%j%i%r%i%
1	a%gb%a%h%o%l%e%
1	a%gb%a%gh%a%s%a%
1	a%gb%a%gh%a%r%a%
1	a%gb%a%g%a%l%a%h%u%
1	a%gb%a%f%u%t%a%
1	a%gb%a%f%u%sh%i%a%
1	a%g%ụ%r%ụ%
1	a%g%ụ%m%a%kw%a%r%a%
1	a%g%ụ%-%a%g%ụ%-%a%g%ụ%
1	a%g%ụ%-%
1	a%g%ị%l%a%
1	a%g%ù%
1	a%g%u%w%à%
1	a%g%i%h%i%
1	a%g%i%
