5610	0	0.183148	1
5610	80	0.167172	1
5610	132	0.16686	1
5610	142	0.167938	1
5610	3030	0.16669	1
2554	5610	0.00323893	4
5486	5610	0.0256431	1
8249	0	0.156984	1
8249	80	0.14329	1
8249	132	0.143023	1
8249	142	0.143947	1
8249	2798	0.142932	1
8249	3030	0.142877	1
2554	8249	0.00323894	4
5486	8249	0.0256433	1
8105	8249	0.0714348	1
8249	2798	0.500263	1
8105	8249	0.0714333	1
9720	0	0.156984	1
9720	80	0.14329	1
9720	132	0.143023	1
9720	142	0.143947	1
9720	3030	0.142877	1
9720	4475	0.142985	1
313	9720	0.000277957	1
2554	9720	0.00323894	4
5486	9720	0.0256433	1
9720	4475	0.500446	1
313	9720	0.000277951	1
1816	7	0.33409	2
1816	227	0.167414	1
1816	313	0.168599	1
227	1816	0.00272485	4
2105	1816	0.500041	1
1816	1833	0.166705	1
1816	227	0.502242	1
227	1816	0.000681244	1
3418	0	0.156984	1
3418	7	0.286363	2
3418	313	0.144513	1
3418	1833	0.14289	1
3418	2548	0.143136	1
0	3418	1.00008	1
227	3418	0.00204365	3
2105	3418	0.500041	1
2548	3418	0.000679866	1
3418	0	0.366296	1
3418	2548	0.333984	1
0	3418	1.00007	1
2548	3418	0.000679855	1
345	334	0.500033	1
292	345	0.200013	1
412	0	0.262361	2
412	305	0.125481	1
412	307	0.125099	1
409	412	0.00266061	7
412	1157	0.125028	1
412	1634	0.125011	1
412	1638	0.125019	1
2499	0	0.149921	2
2499	142	0.143402	2
2499	305	0.0717033	1
2499	307	0.0714851	1
2499	313	0.215114	3
2499	1157	0.0714446	1
2499	1634	0.0714349	1
2499	1638	0.0714393	1
2499	2134	0.0714344	1
4	2499	0.000325853	2
409	2499	0.00266062	7
413	2499	0.00669662	3
2522	2499	0.500044	1
2499	142	0.286804	2
2499	313	0.430228	3
2499	2134	0.142869	1
4	2499	0.000325851	2
413	2499	0.0066966	3
2522	2499	0.500037	1
2554	0	0.158695	197
2554	4	0.00163005	2
2554	7	0.00241911	3
2554	80	0.000807594	1
2554	129	0.000807925	1
2554	132	0.00241639	3
2554	138	0.000805862	1
2554	142	0.0040319	5
2554	166	0.000806058	1
2554	178	0.000805499	1
2554	190	0.00161269	2
2554	210	0.00080602	1
2554	226	0.00322915	4
2554	227	0.000808764	1
2554	233	0.00161204	2
2554	241	0.000807157	1
2554	262	0.000805862	1
2554	270	0.00724857	9
2554	280	0.00322333	4
2554	305	0.0016134	2
2554	307	0.00080579	1
2554	313	0.00645056	8
2554	318	0.000806165	1
2554	363	0.000806861	1
2554	367	0.00644536	8
2554	413	0.00161166	2
2554	1157	0.000805333	1
2554	1634	0.000805224	1
2554	1638	0.000805274	1
2554	1835	0.00161046	2
0	2554	160.004	160
4	2554	0.00016353	1
7	2554	0.00795643	11
13	2554	0.0139409	1
23	2554	0.0368213	12
43	2554	0.0146433	6
80	2554	0.00177795	2
81	2554	0.00244816	1
118	2554	0.00936489	11
129	2554	0.0129208	17
132	2554	0.00778172	3
142	2554	0.00369859	8
149	2554	0.0117412	4
152	2554	0.00650566	2
161	2554	0.00361059	1
166	2554	0.0250094	10
190	2554	0.00475189	5
227	2554	0.00136495	2
230	2554	0.00170705	1
233	2554	0.00138067	1
245	2554	0.00816052	1
260	2554	0.00411371	1
270	2554	0.00246767	2
275	2554	0.0741203	6
276	2554	0.0426329	2
280	2554	0.000904274	1
305	2554	0.0043931	5
313	2554	0.020846	75
314	2554	0.00288503	6
315	2554	0.0119322	12
336	2554	0.00334581	1
363	2554	0.00143392	1
372	2554	0.0220864	3
409	2554	0.00266201	7
413	2554	0.0022405	1
507	2554	0.0230315	2
753	2554	0.00615794	1
855	2554	0.0614734	11
1151	2554	0.031367	1
1254	2554	0.0547021	14
1312	2554	0.0211531	3
1619	2554	0.0526513	10
1670	2554	0.00774161	3
1798	2554	0.035848	1
2554	2554	0.276976	344
2588	2554	0.00162681	1
2626	2554	0.0258943	3
2670	2554	0.025737	1
2694	2554	0.00473464	1
2863	2554	0.0488109	6
2939	2554	0.0318055	2
2943	2554	0.0128445	2
2984	2554	0.00378771	1
3134	2554	0.00987066	2
3220	2554	0.00590127	3
3233	2554	0.0123919	1
3269	2554	0.0164548	1
3431	2554	0.104798	11
3554	2554	0.250936	1
3635	2554	0.0836454	1
3670	2554	0.0102423	1
3804	2554	0.0488718	2
4040	2554	0.100374	1
4102	2554	0.0170126	1
4453	2554	0.136534	3
4469	2554	0.0556596	2
4475	2554	0.0960987	27
4497	2554	0.0827844	12
4513	2554	0.250936	1
4528	2554	0.0436411	1
4535	2554	0.0836454	1
4536	2554	0.16015	4
4538	2554	0.0418227	1
4618	2554	0.0910793	2
4623	2554	0.125468	1
4627	2554	0.0714954	4
4633	2554	0.0228124	1
4642	2554	0.100374	1
4699	2554	0.0836454	1
4776	2554	0.0278818	1
4788	2554	0.0218205	1
4793	2554	0.0282217	2
4802	2554	0.111527	1
4814	2554	0.00623444	1
4838	2554	0.0501872	1
4862	2554	0.00473464	1
4864	2554	0.0278818	1
4877	2554	0.0193028	1
4886	2554	0.0385095	3
4913	2554	0.0164241	2
4917	2554	0.250468	2
4960	2554	0.334581	1
4997	2554	0.0385335	2
5001	2554	0.300374	3
5046	2554	0.0715623	2
5067	2554	0.10546	2
5070	2554	0.0669163	1
5092	2554	0.113534	21
5115	2554	0.0244816	1
5123	2554	0.0371757	1
5127	2554	0.100374	1
5156	2554	0.125468	1
5204	2554	0.0209113	1
5415	2554	0.0418227	1
5417	2554	0.0909516	8
5418	2554	0.100125	3
5439	2554	0.00850631	1
5445	2554	0.0166875	3
5545	2554	0.0418227	1
5547	2554	0.0590438	1
5553	2554	0.0477973	1
5554	2554	0.0556249	3
5555	2554	0.111319	2
5557	2554	0.143392	1
5559	2554	0.174076	4
5577	2554	0.142991	4
5596	2554	0.0772111	1
5628	2554	0.200749	1
5629	2554	0.125234	2
5644	2554	0.0286784	1
5659	2554	0.0836454	1
5668	2554	0.0526973	3
5695	2554	0.100374	1
5710	2554	0.334581	1
5722	2554	0.250936	1
5729	2554	0.0278818	1
5739	2554	0.103577	3
5741	2554	0.273068	3
5742	2554	0.0912495	1
5753	2554	0.0912495	1
5757	2554	0.0477973	1
5769	2554	0.031367	1
5788	2554	0.334581	1
5813	2554	0.0386055	1
5824	2554	0.250936	1
5837	2554	0.143392	1
5843	2554	0.286249	2
5848	2554	0.334581	1
5854	2554	0.0912495	1
5881	2554	0.501872	1
5909	2554	0.167291	1
5913	2554	0.0401498	1
5950	2554	0.0646369	2
5981	2554	0.501872	1
6007	2554	0.0669163	1
6018	2554	0.250936	1
6020	2554	0.200749	1
6041	2554	0.0912495	1
6047	2554	0.200749	1
6051	2554	0.250936	1
6061	2554	0.334581	1
6062	2554	0.334581	1
6065	2554	0.100374	1
6080	2554	0.150187	3
6095	2554	0.115529	3
6108	2554	0.501872	1
6156	2554	0.167291	1
6158	2554	0.0912495	1
6160	2554	0.0228124	1
6181	2554	0.154134	2
